links,titles,lyrics,album
/song:meeting-in-the-town-tonight,Meeting In The Town Tonight,NA,NA
/song:memphis-tennessee,"Memphis, Tennessee",NA,NA
/song:men-without-women,Men Without Women,NA,Men Without Women
/song:mercy-mercy,Mercy Mercy,NA,NA
/song:merry-christmas-baby,Merry Christmas Baby,NA,NA
/song:merry-christmas-i-don-t-want-to-fight-tonight,Merry Christmas (I Don't Want To Fight Tonight),NA,NA
/song:message-in-a-bottle,Message In A Bottle,NA,NA
/song:michael-row-your-boat-ashore,"Michael, Row Your Boat Ashore",NA,NA
/song:mickey-s-monkey,Mickey's Monkey,NA,NA
/song:midnight-special,Midnight Special,NA,NA
/song:midnight-train,Midnight Train,NA,NA
/song:millworker,Millworker,NA,NA
/song:misery-loves-company,Misery Loves Company,NA,Cheating At Solitaire
/song:missing,Missing,"Woke up this morning, was a chill in the air Went into the kitchen, my cigarettes were lying there Jacket hung on the chair, the way I left it last night Everything was in place, everything seemed alright But you were missing, missing, missing Last night I dreamed the sky went black You were drifting down, couldn't get back Lost in trouble, so far from home I reached for you, my arms were like stone Woke and you were missing, missing, missing Woah Searched for something to explain In the whispering rain and the trembling leaves Tell me baby, where did you go You were here just a moment ago There's nights I still hear your footsteps fall I can hear your voice moving down the hall Drifting through the bedroom I lie awake but I don't move Missing, missing, missing, missing Whoa Missing",The Essential Bruce Springsteen
/song:mississippi,Mississippi,NA,NA
/song:mona,Mona,NA,NA
/song:money-that-s-what-i-want,Money (That's What I Want),NA,NA
/song:monster-mash,Monster Mash,NA,NA
/song:mony-mony,Mony Mony,NA,NA
/song:moon-beams,Moon Beams,NA,NA
/song:moon-river,Moon River,NA,NA
/song:moondance,Moondance,NA,NA
/song:moonglow,Moonglow,NA,NA
/song:moonlight-motel,Moonlight Motel,"There's a place on a blank stretch of road where Nobody travels and nobody goes and the Deskman says these days 'round here Two young folks could probably up and disappear into Rustlin' sheets, a sleepy corner room Into the musty smell Of wilted flowers and Lazy afternoon hours At the Moonlight Motel Now the pool's filled with empty, eight-foot deep Got dandelions growin' up through the cracks in the concrete Chain-link fence half-rusted away Got a sign says ""Children be careful how you play"" Your lipstick taste and your whispered secret I promised I'd never tell A hall-drunk beer and your breath in my ear At the Moonlight Motel Well then it's bills and kids and kids and bills and the ringing of the bell Across the valley floor through the dusty screen door Of the Moonlight Motel Last night I dreamed of you, my lover And the wind blew through the window and blew off the covers Of my lonely bed, I woke to something you said That it's better to have loved, yeah it's better to have loved As I drove, there was a chill in the breeze And leaves tumbled from the sky and fell Onto a road so black as I backtracked To the Moonlight Motel She was boarded up and gone like an old summer song Nothing but an empty shell I pulled in and stopped into my old spot I pulled a bottle of Jack out of a paper bag Poured one for me and one for you as well Then it was one more shot poured out onto the parking lot To the Moonlight Motel",Western Stars
/song:morning-dew,Morning Dew,NA,NA
/song:mother-in-law,Mother-In-Law,NA,NA
/song:mountain-of-love,Mountain Of Love,NA,NA
/song:move-on-up,Move On Up,NA,NA
/song:movin-out-anthony-s-song,Movin' Out (Anthony's Song),NA,NA
/song:mr-jones,Mr. Jones,NA,NA
/song:mr-outside,Mr. Outside,"They call him Mr. Outside 'cause he don't care Mr. Outside, he's just having his fun Mr. Outside, he's just looking out for number one Alright now Well Mr. Outside, oh your money and your power Won't help you come the dark hour Kingdoms crumble to your feet You're left another thief out on the street Oh yeah Mr. Outside, yeah he don't care Mr. Outside, he's just having his fun Mr. Outside, oh looking out for number one Yeah Oh, dark glasses and money for hire All the riches and high-tension wire He got long dark dark Cadillac He got pretty little little girl in back Mr. Outside, oh Lord he don't care Mr. Outside, oh just having his fun Mr. Outside, he's just looking out for number one Mr. Outside, oh yeah he don't care Mr. Outside, he's just having his fun Mr. Outside, he's just looking out for number one",The River: Outtakes
/song:mr-spaceman,Mr. Spaceman,NA,NA
/song:mr-tambourine-man,Mr. Tambourine Man,NA,NA
/song:mrs-mcgrath,Mrs. McGrath,"""Mrs. McGrath,"" the sergeant said, ""would you like a soldier out of your son Ted? With a scarlet coat and a big cocked hat, Mrs. McGrath will you like that?"" With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa Now Mrs. McGrath lived on the shore and after seven years or more She spied a ship come into the bay with her son from far away ""O captain dear, where have you been? You been sailing the Mediterranean Have you news of my son Ted? Is he living or is he dead?"" With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa Then came Ted without any legs and in their place two wooden pegs She kissed him a dozen times or two and said, ""my God, Ted, is it you? Now were you drunk or were you blind when you left your two fine legs behind? Or was it walking upon the sea that wore your two fine legs away?"" With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa ""Now I wasn't drunk and I wasn't blind when I left my two fine legs behind A cannonball on the fifth of May tore my two fine legs away"" ""My Teddy boy,"" the widow cried, ""your two fine legs were you mother's pride Stumps of a tree won't do at all, why didn't you run from the cannonball?"" With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa ""All foreign wars I do proclaim live on blood and a mother's pain I'd rather have my son as he used to be than the King of America and his whole navy"" With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa With your too-ri-aa fol-ded-dle-di-aa too-ri-oo-ri-oo-ri-aa Too-ri-aa fol-did-dle-di-aa too-ri-oo-ri-oo-ri-aa Hey!",We Shall Overcome: The Seeger Sessions
/song:mule-skinner-blues,Mule Skinner Blues,NA,NA
/song:murder-incorporated,Murder Incorporated,"Yeah Whoa! Bobby's got a gun that he keeps beneath his pillow Out on the street your chances are zero Take a look around you (come on down) It ain't too complicated You're messing with Murder Incorporated Now you check over your shoulder everywhere that you go (oh yeah) Walking down the street, there's eyes in every shadow (oh yeah) You better take a look around you (come on down) That equipment you got's so outdated (come on now) You can't compete with Murder Incorporated Everywhere you look now, Murder Incorporated Whoa! So you keep a little secret down deep inside your dresser drawer For dealing with the heat you're feeling down on the killing floor No matter where you step you feel you're never out of danger So the comfort that you keep's a gold-plated snub-nose thirty-two I heard that you You got a job downtown, man it leaves your head cold (oh yea) And everywhere you look life ain't got no soul (oh yeah) That apartment you live in feels like it's just a place to hide When your're walking down the streets you won't meet no one eye to eye Now the cops reported you as just another homicide I can tell that you was just frustrated From living with Murder Incorporated (Murder) Incorporated Everywhere you look now, Murder Incorporated Down on your knees, Murder Incorporated Everywhere that you turn it's murder Incorporated Now now darling, (Murder) Incorporated Yeah now (Murder), woo woo woo yeah…",Greatest Hits
/song:muss-i-denn-zum-staedtele-hinaus,Muss I' Denn Zum Städtele Hinaus,NA,NA
/song:mustang-sally,Mustang Sally,NA,NA
/song:my-babe,My Babe,NA,NA
/song:my-back-pages,My Back Pages,NA,NA
/song:my-beautiful-reward,My Beautiful Reward,"Well I sought gold and diamond rings My own drug to ease the pain that living brings Walked from the mountain to the valley floor Searching for my beautiful reward Searching for my beautiful reward From a house on a hill a sacred light shines I walk through these rooms but none of them are mine Down empty hallways I went from door to door Searching for my beautiful reward Searching for my beautiful reward Well your hair shone in the sun I was so high and I was the lucky one Then I came crashing down like a drunk on a barroom floor Searching for my beautiful reward Searching for my beautiful reward Tonight I can feel the cold wind at my back I'm flying high over gray fields, my feathers long and black Down along the river's silent edge I soar Searching for my beautiful reward Searching for my beautiful reward Searching for my beautiful reward Searching for my beautiful reward",Lucky Town
/song:my-best-was-never-good-enough,My Best Was Never Good Enough,"""Every cloud has a silver lining, every dog has his day."" She said, ""Now don't say nothing if you don't have something nice to say The tough now they get going when the going gets tough."" But for you my best was never good enough ""Now don't try for a home run baby if you can get the job done with a hit Remember a quitter never wins and a winner never quits The sun don't shine on a sleeping dog's ass,"" And all the rest of that stuff But for you my best was never good enough ""If God gives you nothing but lemons then make some lemonade The early bird catches the fucking worm, Rome wasn't built in a day Now life's like a box of chocolates, you never know what you're gonna get Stupid is as stupid does,"" and all the rest of that shit Come on pretty baby call my bluff 'Cause for you my best was never good enough",The Ghost Of Tom Joad
/song:my-car-was-invisible-case-of-bruce-springsteen,My Car Was Invisible (Case Of Bruce Springsteen),NA,NA
/song:my-city-of-ruins,My City Of Ruins,"There's a blood red circle on the cold dark ground And the rain is falling down The church door's thrown open, I can hear the organ's song But the congregation's gone My city of ruins My city of ruins Now the sweet bells of mercy drift through the evening trees Young men on the corner like scattered leaves The boarded up windows, the empty streets While my brother's down on his knees My city of ruins My city of ruins Come on rise up, come on rise up Come on rise up, come on rise up Come on rise up, come on rise up Come on rise up Now there's tears on the pillow, darling, where we slept And you took my heart when you left Without your sweet kiss my soul is lost, my friend Tell me how do I begin again My city's in ruins My city's in ruins Now with these hands, with these hands With these hands, with these hands I pray, Lord (with these hands, with these hands) I pray for the strength, Lord (with these hands, with these hands) I pray for the faith, Lord (with these hands, with these hands) I pray for your love, Lord (with these hands, with these hands) I pray for the strength, Lord (with these hands, with these hands) I pray for your love, Lord (with these hands, with these hands) I pray for the faith, Lord (with these hands), alright (with these hands) I pray for the strength, Lord (with these hands), come on (with these hands), come on Come on rise up, come on rise up Come on rise up, come on rise up Come on rise up, come on rise up Come on rise up, come on rise up Come on rise up, come on rise up Come on rise up",The Rising
/song:my-ding-a-ling,My Ding-A-Ling,NA,NA
/song:my-father-s-house,My Father's House,"Last night I dreamed that I was a child Out where the pines grow wild and tall I was trying to make it home through the forest Before the darkness falls I heard the wind rustling through the trees And ghostly voices rose from the fields I ran with my heart pounding down that broken path With the devil snapping at my heels I broke through the trees and there in the night My father's house stood shining hard and bright The branches and brambles tore my clothes and scratched my arms But I ran till I fell shaking in his arms I awoke and I imagined the hard things that pulled us apart Will never again, sir, tear us from each other's hearts I got dressed and to that house I did ride From out on the road I could see its windows shining in light I walked up the steps and stood on the porch A woman I didn't recognize came and spoke to me through a chained door I told her my story and who I'd come for She said ""I'm sorry son but no one by that name lives here anymore"" My father's house shines hard and bright It stands like a beacon calling me in the night Calling and calling so cold and alone Shining 'cross this dark highway where our sins lie unatoned",Nebraska
/song:my-generation,My Generation,NA,NA
/song:my-girl,My Girl,NA,NA
/song:my-girl-josephine,My Girl Josephine,NA,NA
/song:my-hometown,My Hometown,"I was eight years old and running with a dime in my hand Into the bus stop to pick up a paper for my old man I'd sit on his lap in that big old Buick and steer as we drove through town He'd tousle my hair and say son take a good look around This is your hometown This is your hometown This is your hometown This is your hometown In '65 tension was running high at my high school There was a lot of fights between the black and white, there was nothing you could do Two cars at a light on a Saturday night, in the back seat there was a gun Words were passed in a shotgun blast, troubled times had come To my hometown My hometown My hometown My hometown Now Main Street's whitewashed windows and vacant stores Seems like there ain't nobody wants to come down here no more They're closing down the textile mill across the railroad tracks Foreman says these jobs are going boys and they ain't coming back To your hometown Your hometown Your hometown Your hometown Last night me and Kate we laid in bed talking about getting out Packing up our bags maybe heading south I'm thirty-five, we got a boy of our own now Last night I sat him up behind the wheel and said son take a good look around This is your hometown",Born In The U.S.A.
/song:my-kind-of-town,My Kind Of Town,NA,NA
/song:my-love-will-not-let-you-down,My Love Will Not Let You Down,"At night I go to bed but I just can't sleep I got something running around my head oh that just won't keep In the silence I hear my heart beating, time slipping away I got a time bomb ticking deep inside of me, girl all I want to say I keep searching for you darling, searching everywhere I go And when I find you there's gonna be just one thing that you gotta know One thing you've gotta know My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down At night I walk the streets looking for romance But I always end up stumbling in a half trance I search for a connection in some new eyes That hardly protect you from too many dreams passed by I see you standing across the room watching me without a sound But I'm gonna push my way through that crowd, I'm gonna tear your holy walls down Tear all your walls down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down Oh, well hold still now darling, hold still for God's sake 'Cause I got me a promise I ain't afraid to make I ain't afraid to make My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down My love, love, love, love, love, love will not let you down Whoa!",Tracks
/song:my-lover-man,My Lover Man,"You treated me hard and made my heart ache I know you're only human, and men they make mistakes Your life with her turned to black And now you want our love back Well come into my arms and fall My lover man Was it a gypsy's curse or a hex sign Or was it just that simple thing that led you from these arms of mine Oh yes I've had the days To grow used to your foolish ways And what is it really after all My lover man I can see the change in your eyes There's no need to apologize We stood at the wishing well Our dreams like coins into the water fell The water so cold and black There was no going back I don't mean to cause you hurt or cause you pain Life is short and love's a dirty game Now there's no need for our game to end Come close and we'll begin To find our beautiful selves again My lover man My lover man My lover man My lover man",Tracks
/song:my-lucky-day,My Lucky Day,"In the room where fortune falls On a day when chance is all In the dark of this exile I felt the grace of your smile Honey you're my lucky day Baby you're my lucky day When I've lost all the other bets I've made Honey you're my lucky day Well I've seen strong hearts give way To the burdens of the day To the weary hands of time Where fortune is not kind Honey you're my lucky day Baby you're my lucky day When I've lost all the other bets I've made Honey you're my lucky day Whoa! I have waited at your side I've counted the tears you've cried But to win, darling we must play So don't hide your heart away Honey you're my lucky day Baby you're my lucky day When I've lost all the other bets I've made Honey you're my lucky day Whoa!",Working On A Dream
/song:my-oklahoma-home,My Oklahoma Home,"When they opened up the strip I was young and full of zip I wanted some place to call my home And so I made the race and I staked me out a place And settled down along the Cimarron It blowed away (blown away), it blowed away (blown away) My Oklahoma home, it blown away Well it looked so green and fair when I built my shanty there My Oklahoma home, it blown away Well I planted wheats and oats, got some chickens and some shoats Aimed to have some ham and eggs to feed my face Got a mule to pull the plow, I got an old red muley cow And I also got a fancy mortgage on this place Well it blowed away (blown away), it blowed away (blown away) All the crops that I've planted blown away Well you can't grow any grain if you ain't got any rain Everything except my mortgage blown away Come on! Well it looked so green and fair when I built my shanty there I figured I was all set for life I put on my Sunday best with my fancy scalloped vest Then I went to town to pick me out a wife She blowed away (blown away), she blowed away (blown away) My Oklahoma woman blown away Mr as I bent to kiss her, she was picked up by a twister My Oklahoma woman blown away Well then I was left alone just listening to the moan Of the wind around the corners of my shack So I took off down the road, yeah, when the south wind blowed I traveled with the wind upon my back I blowed away (blown away), I blowed away (blown away) Chasing that dust cloud up ahead Well once it looked so green and fair and now it's up in the air My Oklahoma farm is over head Come on! And now I'm always close to home, it don't matter where I roam For Oklahoma dust is everywhere Makes no difference where I'm walking, I can hear my chickens squawking I can hear my wife a-talking in the air It blowed away (blown away), it blowed away (blown away) Yeah my Oklahoma home is blown away But my home Sir, is always near, it's up here in the atmosphere My Oklahoma home is blown away Come on! Well I'm a roam'n Oklahoman but I'm always close to home And I'll never get homesick until I die 'Cause no matter where I'm found, my home's all around My Oklahoma home is in the sky It blowed away (blown away), it blowed away (blownd away) And my farm down on Cimarron But now all around the world wherever the dust is swirled There is some from my Oklahoma home It blowed away (blown away), it blowed away (blown away) Yeah my Oklahoma home is blown away Yeah it's up there in the sky in that dust cloud over n' by My Oklahoma home is blown away Yeah! Let me see that horn now, thank you! Come on one more time! Well it's blown away (blown away), blown away (blown away) Oh my Oklahoma home is blown away Yeah it's up there in the sky in that dust cloud over n' by My Oklahoma home is the sky Yeah!",We Shall Overcome: The Seeger Sessions
/song:my-old-kentucky-home,My Old Kentucky Home,NA,NA
/song:my-ride-s-here,My Ride's Here,NA,NA
/song:my-sweet-lord,My Sweet Lord,NA,NA
/song:mystery-train,Mystery Train,NA,NA
/song:mystic-eyes,Mystic Eyes,NA,NA
/song:nadine-is-it-you,Nadine (Is It You),NA,NA
/song:native-american,Native American,NA,Freedom – No Compromise
/song:natural-magic,Natural Magic,NA,NA
/song:nebraska,Nebraska,"I saw her standing on her front lawn Just twirling her baton Me and her went for a ride, sir And ten innocent people died From the town of Lincoln, Nebraska With a sawed off .410 on my lap Through to the badlands of Wyoming I killed everything in my path I can't say that I'm sorry For the things that we done At least for a little while, sir Me and her we had us some fun Now the jury brought in a guilty verdict And the judge he sentenced me to death Midnight in a prison storeroom With leather straps across my chest Sheriff, when the man pulls that switch, sir And snaps my poor head back You make sure my pretty baby Is sitting right there on my lap They declared me unfit to live Said into that great void my soul'd be hurled They wanted to know why I did what I did Well sir I guess there's just a meanness in this world",Nebraska
/song:needles-and-pins,Needles And Pins,NA,NA
/song:never-be-enough-time,Never Be Enough Time,NA,American Babylon
/song:never-on-sunday,Never On Sunday,NA,NA
/song:new-orleans,New Orleans,NA,NA
/song:new-york-city-serenade,New York City Serenade,"Billy, he's down by the railroad tracks Sitting low in the back seat of his Cadillac Diamond Jackie, she's so intact And she falls so softly beneath him Jackie's heels are stacked Billy's got cleats on his boots Together they're gonna boogaloo down Broadway And come back home with the loot It's midnight in Manhattan, this is no time to get cute, it's a mad dog's promenade So walk tall Or baby, don't walk at all Fish lady, oh, fish lady, fish lady, she baits them tenement walls She won't take corner boys, they ain't got no money, and they're so easy I said, ""Hey, babe, ah, baby, won't you take my hand, waltz with me down Broadway"" Whoa, mama, take my arm and move with me down Broadway, yeah I'm a young man, I'm talkin' real loud, yeah, baby, walk it real proud for you Ah, so shake it away, so shake away your street life, shake away the city life And hook up to the train, ah, hook up to the night train Ah, hook it up, hook up to the, hook up to the train But I know that she won't take the train, no, she won't take the train No, she won't take the train, no, she won't take the train Oh, she won't take the train, no, she won't take the train Oh, she won't take the train, no, she won't take the train She's afraid them tracks are gonna slow her down And when she turns, this boy'll be gone So long Sometimes you just gotta walk on Walk on Hey, vibes man, hey, jazz man, ah, play me a serenade Any deeper blue, you'll be playin' in your grave Save your notes: don't spend 'em on the blues boy Save your notes: don't spend 'em on the darlin' yearlin' sharp boy Straight from the church note ringin', vibes man sting a trash can Listen to your junkman Ah, listen to your junkman Listen to your junkman Oh, listen to your junkman He's singin' (singin') He's singin' (singin') He's singin' (singin') All dressed up in satin, walkin' down the alley (singin') Singin', singin', sing, yeah, sing, yeah, singin', singin', singin', yeah, sing, yeah (Singin', singin', singin') Ooh, ooh, ooh, oh, yeah (Singin', singin', singin') Ooh, ooh, ooh, ooh, ooh, ooh, oh, yeah Ah, shake it, downtown, watch it, oh, watch out for your junkman Shake it, watch out, bah, ah, ah, watch out for your junkman Ah, shake that guitar, shake that damn guitar, ah, watch out for your junkman Ah, shake, talkin' 'bout it, ah, ah, come on, little girl Watch out Ooh, ooh, ooh Ooh, ooh, ooh Oh, ah, yeah Oh, huh, oh, huh Shake that damn guitar Ah, watch out for your junkman Oh, yeah Oh, yeah Watch out for your junkman Uh, huh, uh, uh Uh, uh, huh, huh, huh Watch out for your junkman Oh, watch out for your junkman","The Wild, The Innocent & The E Street Shuffle"
/song:new-york-morning-love,New York Morning Love,NA,NA
/song:new-york-new-york,New York New York,NA,NA
/song:new-york-skyline,New York Skyline,NA,NA
/song:new-york-song,New York Song,NA,NA
/song:new-york-state-of-mind,New York State Of Mind,NA,NA
/song:night,Night,"Get up every morning at the sound of the bell You get to work late and the boss man's giving you hell Till you're out on a midnight run Losing your heart to a beautiful one And it feels right as you lock up the house Turn out the lights and step out into the night And the world is busting at its seams And you're just a prisoner of your dream Holding on for your life, 'cause you work all day To blow 'em away in the night The rat trap's filled with soul crusaders The Circuit's lined and jammed with chromed invaders And she's so pretty that you're lost in the stars As you jockey your way through the cars And sit at the light, as it changes to green You put faith in your machine and off you scream into the night And you're in love with all the wonder it brings And every muscle in your body sings as the highway ignites You work nine to five and somehow you survive till the night Well, all day they're busting you up on the outside But tonight you're gonna break on through to the inside And it'll be right, it'll be right, and it'll be tonight And you know she will be waiting there And you'll find her somehow you swear Somewhere tonight, you'll run sad and free Until all you can see is the night",Born To Run
/song:night-closing-in,Night Closing In,NA,NA
/song:night-fire,Night Fire,"Now you're running with the right crowd Well you better watch the friends you're choosing Girl I know you're a walking winner now But you better keep your eye on who's doing the loosing All the faces staring down your throat All the eyes, darling, that never closed In your sadness, girl, maybe there's something that you ought to know Night fire, the night fire is out in the dark burning Night fire, the night fire is down in the street yearning You're running with the right crowd Money and the wine are flowing You found a place with the right crowd But you forgot about that storm, that storm that's blowing (Dance on) Let the music play (Dance on) Let the night roll to day (Dance on) Don't listen to what they say Just keep moving to the beat, to the beat, to the big beat Night fire, the night fire is out in the dark burning Night fire, the night fire is down in the street yearning Well they punch your ticket as you grow old Do you really get used to being bought and sold Does a brand new dress keep out the cold Do your brand new friends help you to keep Your pretty eyes from seeing what they shouldn't see The sound of breaking glass and running feet The sound of breaking glass and running feet Won't you tell me, baby, I got to know Won't you tell me, baby, I got to know Won't you tell me, baby, I got to know Won't you tell me, baby, I got to know Won't you tell me, baby, I got to know Night fire, the night fire is out in the dark burning Night fire, the night fire is down in the street yearning Night fire, the night fire is out in the dark burning Night fire, the night fire is down in the street yearning Oh oh oh… Oh oh oh… Oh oh oh… Oh oh oh… …",The River: Outtakes
/song:night-train,Night Train,NA,NA
/song:nightshift,Nightshift,NA,NA
/song:ninety-nine-and-a-half-won-t-do,Ninety-Nine And A Half (Won't Do),NA,NA
/song:no-money-down,No Money Down,NA,NA
/song:no-need,No Need,NA,NA
/song:no-particular-place-to-go,No Particular Place To Go,NA,NA
/song:no-surrender,No Surrender,"(Ohhhh) (Ohhhh) (Ohhhh) (Ohhhh) Well we busted out of class Had to get away from those fools We learned more from a three-minute record Baby, than we ever learned in school Tonight I hear the neighbourhood drummer sound I can feel my heart begin to pound You say you're tired and you just wanna close your eyes And follow your dreams down Well we made a promise we swore we'd always remember No retreat, baby, no surrender Like soldiers in the winter's night with a vow to defend No retreat, baby, no surrender Well now young faces grow sad and old And hearts of fire grow cold We swore blood brothers against the wind I'm ready to grow young again And hear your sister's voice calling us home Across the open yards Well maybe we could cut someplace of our own With these drums and these guitars 'Cause we made a promise we swore we'd always remember No retreat, baby, no surrender Blood brothers in the stormy night with a vow to defend No retreat, baby, no surrender Hey! (Lalala…) (Lalala…) (Lalala…) (Lalala…) Now on the street tonight the lights grow dim The walls of my room are closing in There's a war outside still raging you say it ain't ours anymore to win I wanna sleep beneath peaceful skies in my lover's bed With a wide open country in my eyes And these romantic dreams in my head Because we made a promise we swore we'd always remember No retreat, baby, no surrender Blood brothers in the stormy night with a vow to defend No retreat, baby, no surrender No retreat, baby, no surrender (Ohhhh) (Ohhhh) (Ohhhh) (Ohhhh)",Born In The U.S.A.
/song:none-but-the-brave,None But The Brave,"Tonight down on Union Street I'm thinkin' back baby to you and me The way you used to be And your words come back to me From passing cars, their voices sing out In empty bars where guitars ring out We'd walk in, talk about Who'd be the lucky ones to get out You said None baby but the brave No one baby but the brave Those strong enough to save Something from what they gave None baby but the brave No one baby but the brave In dreams these nights I see you my friend The way you looked back then Ah, on a night like this I know that girl no longer exists Except for a moment in some stranger's eyes Or the nameless girls in cars rushin' by That's where I find you tonight And in my heart you still survive None baby but the brave No one baby but the brave Who's strong enough to save Something from the love they gave None baby but the brave No one baby but the brave Now tonight once more I search every face on that crowded floor Looking for, I don't know what for Just waitin' to see you come walkin' through that door There's a girl standin' by the band She reminds me of you and I asked her to dance As the drummer counts away I take her hand, we move away And tonight now I see old friends Caught in a game they've got no chance to win Gettin' beat and then playin' again 'Till their strength gives out or their heart gives in Now who's the man who thinks he can decide Whose dreams will live and whose shall be pushed aside Has he ever walked down these streets at night And looked into the eyes of None baby but the brave No one baby but the brave None baby but the brave No one baby but the brave None baby but the brave No one baby, no one but the brave",The Essential Bruce Springsteen
/song:not-fade-away,Not Fade Away,NA,NA
/song:not-too-young-to-get-married,Not Too Young To Get Married,NA,NA
/song:nothing-man,Nothing Man,"I don't remember how I felt, I never thought I'd live To read about myself in my hometown paper How my brave young life was forever changed In a misty cloud of pink vapor Darling give me your kiss, only understand I am the nothing man (I am) Around here everybody acts the same Around here everybody acts like nothing's changed Friday night, the club meets at Al's Barbecue The sky's still the same unbelievable blue Darling give me your kiss, come and take my hand I am, the nothing man (I am) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) You can call me Joe, buy me a drink and shake my hand You want courage, I'll show you courage you can understand The pearl and silver resting on my night table It's just me Lord, I pray and I'm able Darling with this kiss, say you understand I am the nothing man I am the nothing man (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo) (Doo doo doo doo, doo doo doo doo)",The Rising
/song:nothing-s-too-good-for-my-baby,Nothing's Too Good For My Baby,NA,NA
/song:we-ain-t-got-nothin-yet,(We Ain't Got) Nothin' Yet,NA,NA
/song:o-come-all-ye-faithful,"O Come, All Ye Faithful",NA,NA
/song:o-mary-don-t-you-weep,O Mary Don't You Weep,"Well if I could I surely would Stand on the rock where Moses stood Pharaoh's army got drownded O Mary don't you weep O Mary don't you weep, don't mourn O Mary don't you weep, don't mourn Pharaoh's army got drownded O Mary don't you weep Well Mary wore three links and chains On every link was Jesus' name Pharaoh's army got drownded O Mary don't you weep O Mary don't you weep, don't mourn O Mary don't you weep, don't mourn Pharaoh's army got drownded O Mary don't weep Go! Go! Well one of these nights bout 12 o'clock This old world is gonna rock Pharaoh's army got drownded O Mary don't you weep Well Moses stood on the Red Sea shore Smote' the water with a two by four Pharaoh's army got drownded O Mary don't you weep Alright! (O Mary don't you weep, don't mourn) (O Mary don't you weep, don't mourn) (Pharaoh's army got drownded) (O Mary don't you weep) Well old Mr. Satan he got mad Missed that soul that he thought he had Pharaoh's army got drownded O Mary don't you weep Brothers and sisters don't you cry There'll be good times by and by Pharaoh's army got drownded O Mary don't weep Well oh Mary don't you weep, don't mourn O Mary don't you weep, don't mourn Pharaoh's army got drownded O Mary don't you weep Solo, try it out! (O Mary don't you weep, don't mourn) (O Mary don't you weep, don't mourn) (Pharaoh's army got drownded) (O Mary don't weep) Hey! Drums! God gave Noah the rainbow sign ""No more water but fire next time"" Pharaoh's army got drownded O Mary don't you weep O Mary don't you weep, don't (you) mourn O Mary don't you weep, don't (you) mourn Pharaoh's army got drownded O Mary don't weep O Mary don't you weep, don't mourn O Mary don't you weep, don't mourn Pharaoh's army got drownded O Mary don't weep Everybody! (O Mary don't you weep, don't mourn) (O Mary don't you weep, don't mourn) (Pharaoh's army got drownded) (O Mary don't weep) O Mary don't you weep, don't mourn O Mary don't you weep, don't mourn Pharaoh's army got drownded Oooooooh, Mary don't yoooooou (O Mary don't you weep, don't mourn) (O Mary don't you weep, don't mourn) (Pharaoh's army got drownded) (O Mary don't weep)",We Shall Overcome: The Seeger Sessions
/song:o-sole-mio,'O sole mio,NA,NA
/song:oh-boy,"Oh, Boy!",NA,NA
/song:oh-mama,Oh Mama,NA,NA
/song:oh-no-no-no,Oh No No No,NA,NA
/song:oh-pretty-woman,"Oh, Pretty Woman",NA,NA
/song:oh-what-a-beautiful-mornin,"Oh, What A Beautiful Mornin'",NA,NA
/song:oh-what-a-night,"Oh, What A Night",NA,NA
